customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,frequency_of_purchases
407,24,Male,Sweater,Clothing,143.39,Pennsylvania,S,White,Fall,3.0,Yes,Credit Card,Standard,Yes,No,42,Bi-Weekly
408,56,Male,Sweater,Clothing,87.67,Arizona,XL,Green,Spring,4.2,Yes,Cash,Store Pickup,Yes,No,40,Quarterly
409,60,Female,Backpack,Accessories,66.32,Arizona,XS,White,Spring,3.5,Yes,Credit Card,Free Shipping,No,No,16,Bi-Weekly
410,30,Female,Jacket,Outerwear,52.12,Georgia,XS,Green,Winter,3.0,No,Cash,Store Pickup,No,No,16,Weekly
411,64,Female,Sweater,Clothing,159.9,California,L,Green,Spring,4.8,No,PayPal,Express,Yes,No,25,Annually
412,67,Female,Hoodie,Clothing,106.07,Ohio,XS,Gray,Summer,2.5,No,Cash,Standard,No,No,36,Annually
413,43,Male,Handbag,Accessories,133.81,Washington,XS,Yellow,Fall,2.7,No,PayPal,Store Pickup,No,No,12,Bi-Weekly
414,37,Female,Blouse,Clothing,181.36,Washington,M,Pink,Spring,4.7,No,Debit Card,Express,No,No,2,Bi-Weekly
415,42,Male,Skirt,Clothing,162.69,Washington,M,Pink,Winter,4.9,Yes,PayPal,Standard,Yes,Yes,46,Weekly
416,59,Female,Jacket,Outerwear,189.22,Massachusetts,XL,Green,Summer,4.8,Yes,Debit Card,Next Day Air,Yes,Yes,30,Annually
417,26,Male,Shorts,Clothing,51.0,California,M,Blue,Winter,4.0,No,Credit Card,Standard,No,No,7,Quarterly
418,45,Female,Sneakers,Footwear,166.07,Oregon,L,Yellow,Spring,4.9,No,Debit Card,Free Shipping,No,No,50,Bi-Weekly
419,22,Male,Skirt,Clothing,69.3,Arizona,L,Green,Fall,3.9,No,Venmo,Standard,Yes,Yes,50,Every 3 Months
420,49,Male,Jacket,Outerwear,21.14,New York,XS,Orange,Fall,3.5,No,Cash,Store Pickup,Yes,Yes,9,Every 3 Months
421,29,Male,Jewelry,Accessories,127.33,Oregon,L,Brown,Spring,4.1,No,PayPal,Next Day Air,No,No,0,Annually
422,51,Male,Boots,Footwear,131.41,Massachusetts,XL,Gray,Summer,3.7,No,Debit Card,Free Shipping,Yes,Yes,7,Bi-Weekly
423,60,Male,Raincoat,Outerwear,29.72,Pennsylvania,M,Black,Winter,3.1,No,Cash,Standard,Yes,Yes,3,Annually
424,49,Male,Boots,Footwear,32.75,Florida,L,Brown,Fall,3.5,No,PayPal,Express,No,No,49,Weekly
425,65,Female,Gloves,Accessories,176.58,Ohio,S,Blue,Winter,4.0,Yes,Cash,Express,Yes,Yes,39,Quarterly
426,47,Male,Loafers,Footwear,133.76,Illinois,S,Yellow,Summer,2.6,No,PayPal,Express,No,No,7,Quarterly
427,39,Male,Raincoat,Outerwear,179.55,Michigan,S,Orange,Summer,3.9,No,Debit Card,Standard,Yes,Yes,33,Quarterly
428,35,Male,Loafers,Footwear,151.4,Oregon,S,Black,Fall,3.6,Yes,Venmo,Express,No,No,36,Weekly
429,48,Male,Jacket,Outerwear,96.63,Ohio,L,Blue,Winter,3.7,Yes,Credit Card,Store Pickup,Yes,No,13,Bi-Weekly
430,23,Male,Sunglasses,Accessories,106.36,Illinois,S,Pink,Spring,4.9,No,Debit Card,Store Pickup,Yes,Yes,50,Monthly
431,73,Male,Parka,Outerwear,89.28,Oregon,M,Gray,Spring,3.2,No,Bank Transfer,2-Day Shipping,No,No,34,Annually
432,39,Male,Sneakers,Footwear,112.65,Colorado,M,Red,Spring,3.5,No,Credit Card,Free Shipping,No,No,23,Bi-Weekly
433,31,Male,Hoodie,Clothing,196.63,Florida,XL,Blue,Winter,4.3,No,Bank Transfer,Express,No,No,48,Every 3 Months
434,35,Female,Sandals,Footwear,69.89,Texas,M,Yellow,Winter,3.7,No,Credit Card,Next Day Air,No,No,45,Annually
435,69,Male,Jewelry,Accessories,53.9,Colorado,L,Blue,Spring,3.5,Yes,Credit Card,Standard,No,No,10,Monthly
436,73,Male,Jeans,Clothing,113.72,Washington,XS,White,Winter,4.9,No,Debit Card,Next Day Air,No,No,22,Quarterly
437,36,Male,Parka,Outerwear,31.33,Massachusetts,S,Gray,Fall,3.5,Yes,Bank Transfer,Free Shipping,No,No,31,Annually
438,26,Female,Raincoat,Outerwear,50.91,Illinois,S,Pink,Fall,4.9,No,Credit Card,Express,Yes,Yes,29,Bi-Weekly
439,29,Male,Sandals,Footwear,49.03,Texas,XS,Yellow,Summer,3.6,Yes,Debit Card,2-Day Shipping,Yes,No,42,Monthly
440,52,Male,Scarf,Accessories,116.06,Texas,XS,Purple,Winter,4.4,No,PayPal,Express,No,No,0,Every 3 Months
441,36,Male,Sunglasses,Accessories,163.92,Oregon,L,Yellow,Spring,4.3,No,Debit Card,Store Pickup,No,No,35,Weekly
442,71,Male,Hat,Accessories,100.28,Texas,M,Red,Summer,4.0,Yes,PayPal,Express,No,No,1,Weekly
443,23,Female,Parka,Outerwear,55.0,Pennsylvania,XL,Brown,Spring,4.8,Yes,Debit Card,Store Pickup,No,No,27,Monthly
444,40,Female,Raincoat,Outerwear,75.46,Georgia,XL,Blue,Summer,4.3,No,Cash,Next Day Air,Yes,Yes,46,Quarterly
445,56,Male,Jacket,Outerwear,45.86,Illinois,L,Gray,Fall,2.7,No,Cash,Standard,No,No,0,Quarterly
446,47,Male,Backpack,Accessories,55.87,Massachusetts,L,White,Winter,2.6,No,Venmo,Free Shipping,Yes,Yes,47,Quarterly
447,27,Female,Sneakers,Footwear,74.03,Washington,L,Blue,Fall,3.5,No,Bank Transfer,Store Pickup,No,No,15,Weekly
448,22,Female,Dress,Clothing,124.59,Michigan,L,White,Winter,4.9,No,PayPal,2-Day Shipping,No,No,46,Annually
449,21,Male,Dress,Clothing,77.54,Colorado,S,Yellow,Summer,2.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,18,Annually
450,58,Male,Hoodie,Clothing,157.64,Michigan,S,Gray,Fall,4.7,No,Bank Transfer,Free Shipping,Yes,Yes,44,Every 3 Months
451,40,Male,Belt,Accessories,22.32,North Carolina,M,Yellow,Winter,3.5,No,Debit Card,Standard,No,No,13,Bi-Weekly
452,53,Male,Boots,Footwear,95.12,Colorado,XS,Blue,Summer,4.8,No,PayPal,Store Pickup,No,No,23,Bi-Weekly
453,39,Male,Parka,Outerwear,147.78,California,XS,Black,Summer,4.6,Yes,Debit Card,Free Shipping,No,No,8,Bi-Weekly
454,66,Male,Sneakers,Footwear,33.99,Arizona,L,Purple,Spring,3.0,Yes,Bank Transfer,2-Day Shipping,No,No,37,Weekly
455,20,Male,Jacket,Outerwear,74.3,California,XS,Blue,Summer,4.0,Yes,Bank Transfer,Free Shipping,No,No,1,Weekly
456,40,Female,Sandals,Footwear,48.9,North Carolina,XL,Black,Spring,2.7,No,Credit Card,2-Day Shipping,No,No,13,Every 3 Months
457,66,Male,Sandals,Footwear,195.24,Texas,S,Gray,Winter,3.4,No,Cash,Store Pickup,Yes,No,11,Monthly
458,32,Female,Raincoat,Outerwear,40.31,Pennsylvania,XS,Pink,Spring,3.8,No,PayPal,Store Pickup,Yes,Yes,46,Weekly
459,42,Female,Coat,Clothing,102.25,Oregon,M,Orange,Winter,3.1,No,Cash,Express,No,No,4,Quarterly
460,61,Female,Scarf,Accessories,140.98,Ohio,L,Gray,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,No,47,Bi-Weekly
461,39,Male,Coat,Clothing,127.09,Ohio,XS,Black,Winter,4.3,Yes,Bank Transfer,2-Day Shipping,No,No,37,Monthly
462,56,Female,Raincoat,Outerwear,197.75,North Carolina,M,Green,Winter,2.8,Yes,Cash,Express,No,No,40,Bi-Weekly
463,71,Male,Sweater,Clothing,109.66,California,S,Purple,Fall,2.9,No,Credit Card,Standard,No,No,42,Annually
464,60,Female,Raincoat,Outerwear,108.25,Illinois,XL,Yellow,Spring,4.9,Yes,Cash,Standard,Yes,Yes,20,Quarterly
465,29,Female,Raincoat,Outerwear,179.25,New York,L,Purple,Summer,3.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,42,Annually
466,28,Male,Raincoat,Outerwear,90.45,Georgia,XL,Purple,Fall,4.4,Yes,Credit Card,Standard,No,No,37,Weekly
467,65,Male,Sandals,Footwear,157.73,Washington,M,Purple,Spring,3.6,No,Cash,Free Shipping,Yes,Yes,15,Bi-Weekly
468,62,Male,Sandals,Footwear,176.41,Texas,M,Green,Spring,3.8,Yes,Bank Transfer,Next Day Air,No,No,36,Annually
469,48,Male,Raincoat,Outerwear,197.44,Ohio,XL,Purple,Fall,3.9,No,Credit Card,Store Pickup,Yes,Yes,21,Quarterly
470,41,Female,Scarf,Accessories,56.32,Washington,XS,Gray,Summer,3.2,Yes,Venmo,Next Day Air,No,No,14,Annually
471,39,Female,Skirt,Clothing,32.11,Arizona,XL,Pink,Winter,3.0,No,Bank Transfer,Free Shipping,Yes,Yes,19,Quarterly
472,34,Female,Gloves,Accessories,140.88,North Carolina,S,Red,Summer,3.9,Yes,Bank Transfer,Next Day Air,No,No,17,Every 3 Months
473,21,Male,Parka,Outerwear,85.57,New York,S,Green,Fall,4.6,No,Credit Card,Store Pickup,No,No,13,Quarterly
474,34,Male,Sunglasses,Accessories,93.06,Texas,S,Black,Spring,3.1,No,Cash,Next Day Air,No,No,35,Quarterly
475,30,Male,Parka,Outerwear,69.09,California,M,White,Summer,4.1,Yes,Bank Transfer,Next Day Air,No,No,50,Weekly
476,37,Male,Sweater,Clothing,182.1,Ohio,M,Orange,Spring,3.5,No,Debit Card,Express,Yes,Yes,47,Annually
477,55,Female,Hoodie,Clothing,109.36,Texas,S,Brown,Spring,4.4,Yes,Venmo,Store Pickup,No,No,24,Every 3 Months
478,24,Male,Loafers,Footwear,58.54,Illinois,L,Purple,Fall,4.7,Yes,Venmo,Free Shipping,Yes,Yes,7,Monthly
479,35,Male,Raincoat,Outerwear,85.34,Oregon,M,White,Spring,4.1,No,Credit Card,Store Pickup,No,No,42,Weekly
480,37,Female,Sandals,Footwear,182.57,Washington,XS,Gray,Summer,4.6,Yes,Cash,Free Shipping,No,No,19,Weekly
481,74,Male,Sandals,Footwear,184.86,Washington,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,26,Monthly
482,62,Female,Jacket,Outerwear,111.14,Pennsylvania,L,Brown,Fall,3.6,Yes,Credit Card,Store Pickup,No,No,41,Bi-Weekly
483,43,Male,Parka,Outerwear,133.09,Pennsylvania,XL,Blue,Spring,2.9,No,Bank Transfer,Express,Yes,No,43,Quarterly
484,65,Male,Jewelry,Accessories,66.92,Washington,XL,Yellow,Fall,3.0,No,Debit Card,Next Day Air,No,No,24,Annually
485,53,Male,Sneakers,Footwear,183.23,Georgia,S,White,Summer,2.6,No,Venmo,Free Shipping,No,No,9,Weekly
486,25,Male,Scarf,Accessories,149.35,Ohio,L,Orange,Winter,2.8,No,Debit Card,Free Shipping,No,No,18,Every 3 Months
487,72,Male,Raincoat,Outerwear,128.01,Massachusetts,M,Orange,Summer,3.5,No,Debit Card,Standard,Yes,Yes,16,Bi-Weekly
488,61,Female,Jacket,Outerwear,35.43,Georgia,S,Yellow,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,47,Annually
489,21,Male,Belt,Accessories,79.92,Florida,L,Yellow,Spring,2.5,No,Cash,Free Shipping,Yes,No,42,Monthly
490,34,Male,Sneakers,Footwear,110.67,Colorado,M,Pink,Summer,2.7,No,Cash,Express,No,No,16,Weekly
491,49,Female,Hat,Accessories,154.61,Colorado,L,White,Fall,4.0,No,PayPal,2-Day Shipping,No,No,20,Quarterly
492,49,Male,Sandals,Footwear,120.02,Colorado,L,Red,Summer,2.9,Yes,Credit Card,Next Day Air,No,No,16,Bi-Weekly
493,75,Female,Raincoat,Outerwear,27.34,Pennsylvania,XL,Pink,Winter,3.7,No,Debit Card,Standard,Yes,Yes,13,Monthly
494,70,Female,Boots,Footwear,121.38,Washington,XL,Black,Spring,3.8,No,Cash,Standard,No,No,15,Quarterly
495,61,Male,Coat,Clothing,90.95,Michigan,XS,Yellow,Summer,2.6,No,Bank Transfer,Store Pickup,Yes,Yes,40,Monthly
496,59,Female,Coat,Clothing,78.48,Oregon,XL,Green,Summer,4.7,No,PayPal,Free Shipping,No,No,3,Every 3 Months
497,42,Male,Hoodie,Clothing,91.79,New York,S,Purple,Spring,2.6,Yes,Cash,Next Day Air,No,No,18,Every 3 Months
498,69,Female,Sneakers,Footwear,152.46,Colorado,M,Orange,Summer,3.4,Yes,PayPal,2-Day Shipping,Yes,Yes,28,Quarterly
499,45,Male,Raincoat,Outerwear,156.17,Arizona,M,Brown,Summer,3.6,No,Credit Card,2-Day Shipping,No,No,21,Quarterly
500,51,Male,Boots,Footwear,72.33,Ohio,XS,Pink,Fall,2.9,Yes,PayPal,Express,No,No,33,Quarterly
501,20,Male,Hat,Accessories,111.92,Ohio,XS,Pink,Fall,3.4,No,Venmo,Standard,No,No,7,Every 3 Months
502,71,Female,Jacket,Outerwear,28.15,Ohio,M,Yellow,Winter,4.4,No,PayPal,Free Shipping,No,No,11,Bi-Weekly
503,56,Female,Sneakers,Footwear,176.89,Texas,L,Gray,Spring,2.5,Yes,Debit Card,Store Pickup,No,No,30,Quarterly
504,56,Female,Parka,Outerwear,74.5,Massachusetts,XL,Yellow,Winter,4.5,Yes,Debit Card,Standard,No,No,12,Weekly
505,31,Female,Shorts,Clothing,136.75,Washington,S,Purple,Summer,2.7,No,Debit Card,Next Day Air,No,No,27,Weekly
506,65,Female,Jeans,Clothing,193.5,Georgia,XS,Pink,Summer,3.0,No,Cash,Standard,No,No,21,Weekly
507,72,Female,Blouse,Clothing,152.67,Michigan,XL,White,Spring,3.7,No,Venmo,Store Pickup,No,No,39,Every 3 Months
508,51,Male,Jacket,Outerwear,95.96,Pennsylvania,XL,Blue,Fall,4.7,No,Cash,Standard,No,No,31,Annually
509,19,Male,Jewelry,Accessories,71.84,Florida,L,Yellow,Winter,3.1,Yes,Bank Transfer,Free Shipping,No,No,38,Every 3 Months
510,64,Female,Jacket,Outerwear,192.76,Massachusetts,M,Pink,Summer,4.1,Yes,Bank Transfer,Standard,No,No,42,Quarterly
511,56,Female,Boots,Footwear,38.16,Ohio,L,White,Summer,3.0,Yes,Credit Card,Free Shipping,Yes,No,22,Every 3 Months
512,75,Male,Boots,Footwear,165.23,Pennsylvania,L,Blue,Summer,2.8,Yes,PayPal,Free Shipping,No,No,50,Monthly
513,27,Male,Hoodie,Clothing,147.15,Colorado,L,Pink,Spring,4.9,No,Venmo,Standard,Yes,No,2,Annually
514,73,Male,Jeans,Clothing,183.98,New York,M,Pink,Winter,4.3,Yes,Bank Transfer,Free Shipping,No,No,21,Bi-Weekly
515,44,Male,Shorts,Clothing,64.16,Arizona,L,Yellow,Fall,3.8,Yes,PayPal,Store Pickup,No,No,48,Quarterly
516,66,Female,Gloves,Accessories,161.7,New York,L,Purple,Winter,4.7,No,Venmo,Store Pickup,Yes,Yes,1,Quarterly
517,51,Male,Sneakers,Footwear,35.26,Pennsylvania,L,Green,Winter,2.7,No,Bank Transfer,Store Pickup,No,No,9,Annually
518,44,Female,Hoodie,Clothing,179.44,Oregon,XL,White,Fall,4.8,Yes,PayPal,2-Day Shipping,No,No,39,Bi-Weekly
519,74,Female,Raincoat,Outerwear,145.54,Colorado,L,Black,Fall,2.7,No,Cash,Store Pickup,No,No,46,Every 3 Months
520,50,Female,Sandals,Footwear,113.84,Arizona,S,Red,Spring,4.7,No,PayPal,Express,Yes,No,19,Every 3 Months
521,21,Female,Parka,Outerwear,66.76,North Carolina,M,Blue,Spring,4.4,No,Cash,Free Shipping,Yes,Yes,0,Quarterly
522,55,Male,Gloves,Accessories,83.06,Illinois,XL,Orange,Summer,4.3,No,Debit Card,Standard,No,No,20,Annually
523,27,Female,Sandals,Footwear,169.12,Texas,XS,Red,Winter,4.7,No,Cash,Standard,No,No,23,Every 3 Months
524,67,Female,Parka,Outerwear,176.96,Michigan,L,Orange,Winter,5.0,No,Cash,Store Pickup,No,No,26,Bi-Weekly
525,47,Male,Boots,Footwear,194.25,North Carolina,XL,Blue,Summer,3.6,Yes,Debit Card,2-Day Shipping,No,No,23,Weekly
526,54,Female,Jacket,Outerwear,27.25,New York,XS,Yellow,Fall,5.0,Yes,Cash,Standard,Yes,No,9,Annually
527,37,Female,Jacket,Outerwear,58.8,Massachusetts,L,Red,Spring,3.9,Yes,Credit Card,Next Day Air,No,No,30,Annually
528,68,Female,Jewelry,Accessories,105.54,Oregon,XL,Green,Summer,3.8,No,Cash,Store Pickup,No,No,28,Bi-Weekly
529,60,Female,Belt,Accessories,89.7,Colorado,L,Yellow,Spring,4.9,No,Bank Transfer,Free Shipping,No,No,41,Weekly
530,68,Female,Sneakers,Footwear,120.99,Texas,XL,Blue,Summer,4.9,No,Credit Card,2-Day Shipping,No,No,33,Bi-Weekly
531,25,Male,Parka,Outerwear,193.23,Illinois,S,Black,Winter,2.7,No,PayPal,Next Day Air,No,No,37,Weekly
532,29,Female,Jacket,Outerwear,24.33,North Carolina,M,Purple,Fall,2.7,No,Venmo,Express,Yes,Yes,11,Monthly
533,44,Male,Jeans,Clothing,30.6,Pennsylvania,S,Red,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,No,16,Quarterly
534,66,Male,T-Shirt,Clothing,108.74,Arizona,XL,Purple,Spring,3.2,Yes,Venmo,Next Day Air,Yes,Yes,1,Quarterly
535,55,Male,Sneakers,Footwear,64.34,North Carolina,S,White,Winter,3.6,No,Venmo,Express,Yes,No,9,Monthly
536,45,Female,Boots,Footwear,27.52,Massachusetts,L,Brown,Fall,4.1,Yes,Credit Card,Next Day Air,No,No,17,Annually
537,71,Male,Backpack,Accessories,125.33,North Carolina,M,Red,Summer,4.3,No,PayPal,Standard,No,No,25,Every 3 Months
538,35,Female,Jeans,Clothing,57.95,North Carolina,M,Orange,Fall,4.1,No,Bank Transfer,Next Day Air,No,No,17,Bi-Weekly
539,56,Female,Handbag,Accessories,22.86,Oregon,S,Orange,Spring,4.0,Yes,Credit Card,Store Pickup,Yes,Yes,35,Every 3 Months
540,68,Male,Raincoat,Outerwear,116.96,Colorado,L,Orange,Spring,3.4,No,Venmo,Free Shipping,No,No,24,Bi-Weekly
541,30,Female,Sweater,Clothing,21.69,Oregon,XS,White,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,45,Bi-Weekly
542,20,Female,Loafers,Footwear,108.71,Oregon,XL,Black,Spring,3.0,No,Cash,Standard,No,No,17,Annually
543,60,Male,Jacket,Outerwear,31.76,New York,XS,Green,Fall,4.8,No,Venmo,Store Pickup,No,No,50,Monthly
544,62,Female,Sneakers,Footwear,142.52,Colorado,L,Red,Winter,4.1,No,Credit Card,Free Shipping,No,No,27,Quarterly
545,47,Female,Belt,Accessories,85.06,Arizona,XS,Black,Spring,3.2,No,Cash,Free Shipping,No,No,0,Quarterly
546,54,Male,Sandals,Footwear,198.25,Florida,L,Blue,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,1,Quarterly
547,58,Female,Jacket,Outerwear,171.29,Florida,XS,Pink,Summer,4.9,No,PayPal,2-Day Shipping,No,No,50,Bi-Weekly
548,66,Male,Skirt,Clothing,132.56,Michigan,XS,Blue,Spring,4.8,Yes,Bank Transfer,Standard,No,No,50,Bi-Weekly
549,57,Female,Pants,Clothing,31.84,Washington,XS,Gray,Spring,3.2,Yes,Credit Card,2-Day Shipping,Yes,No,14,Annually
550,68,Female,Pants,Clothing,178.39,Michigan,XS,Yellow,Spring,3.6,Yes,Debit Card,Standard,No,No,6,Weekly
551,30,Male,Skirt,Clothing,134.73,Illinois,M,Purple,Winter,4.3,No,Debit Card,Express,No,No,2,Weekly
552,50,Female,Sandals,Footwear,76.01,Colorado,XL,Green,Summer,3.7,No,PayPal,Free Shipping,No,No,0,Annually
553,70,Male,Sneakers,Footwear,95.97,Florida,S,Orange,Summer,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,29,Annually
554,44,Female,Handbag,Accessories,49.21,Georgia,XS,Pink,Summer,4.8,No,Bank Transfer,Express,No,No,29,Annually
555,67,Female,Boots,Footwear,165.31,Ohio,S,Purple,Summer,4.6,Yes,Credit Card,Standard,No,No,22,Weekly
556,30,Female,Jeans,Clothing,27.9,California,S,Black,Fall,2.9,No,Bank Transfer,Express,Yes,Yes,35,Bi-Weekly
557,71,Female,Boots,Footwear,183.92,California,S,Purple,Spring,3.3,Yes,Cash,Express,Yes,Yes,23,Every 3 Months
558,22,Male,Loafers,Footwear,46.0,Colorado,S,Black,Summer,3.8,No,PayPal,2-Day Shipping,No,No,27,Every 3 Months
559,55,Male,Sneakers,Footwear,173.8,Illinois,S,Yellow,Summer,2.6,No,Debit Card,2-Day Shipping,No,No,37,Quarterly
560,68,Male,Sneakers,Footwear,50.14,Ohio,XL,Yellow,Winter,3.8,Yes,Bank Transfer,Free Shipping,No,No,33,Every 3 Months
561,48,Female,Parka,Outerwear,124.61,Washington,XL,Orange,Spring,3.0,No,Cash,Express,No,No,25,Bi-Weekly
562,54,Male,Backpack,Accessories,188.39,Pennsylvania,M,Gray,Spring,2.8,Yes,Cash,2-Day Shipping,No,No,22,Bi-Weekly
563,39,Female,Pants,Clothing,101.21,Ohio,L,Yellow,Winter,3.3,Yes,Debit Card,Next Day Air,No,No,14,Monthly
564,36,Male,Coat,Clothing,161.46,Colorado,S,Blue,Spring,2.7,Yes,Debit Card,Free Shipping,No,No,12,Every 3 Months
565,70,Female,Sunglasses,Accessories,54.32,Michigan,S,Gray,Fall,2.5,Yes,PayPal,Next Day Air,Yes,No,37,Every 3 Months
566,66,Male,Pants,Clothing,175.78,Florida,S,Black,Winter,3.1,No,Venmo,Next Day Air,No,No,46,Quarterly
567,30,Female,Belt,Accessories,158.62,Oregon,L,Black,Winter,3.6,No,PayPal,Express,Yes,Yes,8,Monthly
568,71,Female,Pants,Clothing,81.17,Ohio,L,Orange,Winter,4.4,No,PayPal,Free Shipping,No,No,37,Weekly
569,39,Female,Jeans,Clothing,196.43,Florida,L,Blue,Winter,3.0,Yes,Venmo,Next Day Air,Yes,Yes,19,Weekly
570,29,Male,Sneakers,Footwear,168.77,Michigan,L,Red,Summer,3.0,No,Cash,Free Shipping,No,No,13,Bi-Weekly
571,41,Male,Belt,Accessories,50.93,Massachusetts,L,Purple,Summer,5.0,Yes,Cash,Next Day Air,No,No,47,Weekly
572,31,Female,Jacket,Outerwear,97.8,Oregon,L,Green,Fall,4.0,No,Bank Transfer,Next Day Air,Yes,Yes,0,Bi-Weekly
573,56,Male,Jacket,Outerwear,114.65,Colorado,XL,Pink,Winter,3.7,Yes,Credit Card,Free Shipping,No,No,41,Quarterly
574,70,Male,Sunglasses,Accessories,94.71,New York,XL,Purple,Winter,3.5,No,Bank Transfer,2-Day Shipping,No,No,6,Quarterly
575,28,Female,Shorts,Clothing,178.86,North Carolina,M,Orange,Spring,4.2,No,Debit Card,Next Day Air,No,No,26,Annually
576,24,Female,Coat,Clothing,93.82,New York,M,Black,Spring,3.7,Yes,Bank Transfer,Store Pickup,Yes,No,24,Monthly
577,18,Female,Jacket,Outerwear,40.64,Colorado,S,Yellow,Winter,3.7,Yes,Venmo,Store Pickup,No,No,15,Every 3 Months
578,35,Male,Jacket,Outerwear,50.71,California,XL,Blue,Summer,3.2,No,Cash,Express,No,No,4,Every 3 Months
579,40,Male,Dress,Clothing,59.0,California,XL,Black,Winter,4.2,No,Venmo,Store Pickup,Yes,Yes,42,Weekly
580,21,Male,Parka,Outerwear,28.76,Ohio,S,Black,Fall,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,0,Monthly
581,74,Male,Sneakers,Footwear,163.45,Massachusetts,S,Green,Spring,3.5,Yes,PayPal,Free Shipping,Yes,Yes,12,Annually
582,25,Male,Loafers,Footwear,58.48,Pennsylvania,M,Green,Spring,3.5,Yes,Cash,Express,No,No,29,Bi-Weekly
583,41,Male,Dress,Clothing,32.12,Florida,L,White,Winter,5.0,Yes,Venmo,2-Day Shipping,No,No,10,Monthly
584,58,Female,Skirt,Clothing,142.02,Arizona,S,Yellow,Summer,4.1,No,PayPal,Store Pickup,Yes,Yes,21,Weekly
585,65,Male,Raincoat,Outerwear,110.62,Oregon,XS,Black,Spring,4.0,No,PayPal,Express,No,No,47,Quarterly
586,41,Female,Sneakers,Footwear,73.39,New York,L,Black,Spring,3.1,No,Cash,Store Pickup,Yes,No,8,Monthly
587,44,Female,Hat,Accessories,155.1,Florida,M,Yellow,Summer,3.0,Yes,Bank Transfer,Express,No,No,43,Every 3 Months
588,29,Female,Loafers,Footwear,133.36,Texas,L,Blue,Summer,2.6,No,Debit Card,Express,No,No,5,Bi-Weekly
589,45,Female,Boots,Footwear,76.06,Oregon,S,Black,Winter,2.9,Yes,PayPal,2-Day Shipping,No,No,28,Every 3 Months
590,48,Male,Sandals,Footwear,191.18,Pennsylvania,L,Purple,Summer,3.7,No,Venmo,Store Pickup,No,No,27,Bi-Weekly
591,45,Male,Jacket,Outerwear,156.59,Colorado,M,Brown,Summer,3.9,Yes,Cash,Next Day Air,No,No,19,Quarterly
592,48,Male,Backpack,Accessories,79.98,Oregon,L,Black,Summer,4.8,Yes,Venmo,Store Pickup,No,No,46,Monthly
593,43,Female,Raincoat,Outerwear,89.13,Illinois,XL,Blue,Winter,4.7,No,Credit Card,Next Day Air,No,No,36,Bi-Weekly
594,67,Female,Loafers,Footwear,111.73,Georgia,M,Red,Winter,4.8,No,Debit Card,Next Day Air,No,No,2,Monthly
595,47,Male,Jeans,Clothing,65.77,Michigan,XL,Orange,Summer,2.5,No,Bank Transfer,Store Pickup,Yes,No,25,Every 3 Months
596,74,Female,Hoodie,Clothing,49.85,Ohio,M,White,Winter,4.0,No,Bank Transfer,Standard,No,No,6,Every 3 Months
597,31,Female,Scarf,Accessories,145.82,California,S,Pink,Spring,2.7,No,Cash,2-Day Shipping,Yes,Yes,18,Every 3 Months
598,29,Male,Jacket,Outerwear,55.64,New York,XL,Blue,Winter,3.9,Yes,Debit Card,Standard,Yes,No,48,Bi-Weekly
599,57,Male,Backpack,Accessories,176.31,New York,XS,White,Spring,3.4,Yes,PayPal,Standard,No,No,37,Bi-Weekly
600,24,Male,Raincoat,Outerwear,30.99,Arizona,XS,Orange,Spring,2.7,No,Credit Card,Next Day Air,No,No,38,Annually
601,39,Female,Jewelry,Accessories,80.58,Washington,M,Yellow,Summer,4.9,No,Cash,2-Day Shipping,No,No,3,Monthly
602,73,Female,Belt,Accessories,150.54,Colorado,S,Red,Spring,4.7,Yes,Bank Transfer,Express,Yes,Yes,39,Every 3 Months
603,30,Male,Parka,Outerwear,197.51,Massachusetts,M,Red,Fall,4.7,No,Bank Transfer,Free Shipping,No,No,43,Quarterly
604,57,Male,Loafers,Footwear,82.7,Colorado,L,Orange,Spring,4.3,Yes,Debit Card,Store Pickup,No,No,9,Annually
605,23,Female,Jeans,Clothing,169.82,North Carolina,L,Green,Winter,4.9,No,Venmo,Express,No,No,15,Bi-Weekly
606,63,Male,Sneakers,Footwear,48.84,Colorado,M,Purple,Fall,3.1,Yes,Cash,Store Pickup,Yes,Yes,8,Annually
607,39,Male,Jacket,Outerwear,187.72,Arizona,XL,Blue,Fall,3.4,No,Bank Transfer,Store Pickup,No,No,24,Every 3 Months
608,25,Female,Jacket,Outerwear,35.78,Texas,M,Brown,Summer,4.4,Yes,PayPal,Express,Yes,No,24,Annually
609,52,Male,Dress,Clothing,172.48,Ohio,M,Yellow,Summer,3.8,No,Debit Card,Standard,Yes,Yes,34,Quarterly
